OverallQual,CentralAir_Y,Exterior2nd_VinylSd,BsmtExposure_No,FullBath,Fireplaces,RoofStyle_Gable,FireplaceQu_Ex,MSZoning_RL,1stFlrSF,GarageFinish_0,Baths,FireplaceQu_Gd,Foundation_CBlock,BsmtQual_Gd,YearBuilt,RoofStyle_Hip,GarageCond_TA,KitchenQual_Ex,TotRmsAbvGrd,Neighborhood_NridgHt,HeatingQC_Ex,has_OpenPorchSF,MSSubClass_30,YearRemodAdd,GarageArea,LotShape_IR1,LotShape_Reg,Foundation_PConc,TotalBsmtSF,BsmtExposure_Gd,HouseStyle_2Story,GarageType_0,Electrical_SBrkr,GarageQual_TA,has_WoodDeckSF,GarageType_Attchd,GarageType_BuiltIn,GarageYrBlt,ExterQual_Ex,BsmtFinSF1,MasVnrArea,MSZoning_RM,BsmtQual_Ex,SaleType_WD,GarageType_Detchd,GarageQual_0,Neighborhood_StoneBr,open_outside_areas,GarageCars,HeatingQC_TA,ExterQual_TA,PavedDrive_Y,PavedDrive_N,roominess,HalfBath,SaleCondition_Partial,ExterQual_Gd,GarageCond_0,BsmtFullBath,OpenPorchSF,BsmtFinType1_GLQ,MasVnrType_Stone,Foundation_BrkTil,MasVnrType_None,Exterior1st_VinylSd,BsmtQual_TA,WoodDeckSF,has_MasVnrArea,GarageFinish_Fin,KitchenQual_Gd,GrLivArea,MSSubClass_60,SaleType_New,CentralAir_N,LotFrontage,2ndFlrSF,BsmtUnfSF,KitchenQual_TA,Neighborhood_NoRidge,GarageFinish_Unf,LotArea,FireplaceQu_0,SalePrice
5,0,1,1,2,0,1,0,1,936,1,3.0,0,0,0,1912,0,0,0,9,0,1,1,0,2000,0,0,1,1,780,0,1,1,1,0,0,0,0,1978.5061638868744,0,210,0.0,0,0,1,0,1,0,1,0,0,1,0,1,190.66666666666666,0,0,0,1,1,184,0,0,0,1,1,1,0,0,0,0,1716,0,0,1,55.0,780,570,0,0,0,5687,1,135900
5,1,0,1,1,1,1,0,1,1148,0,1.5,1,1,0,1949,0,1,0,8,0,0,0,0,2008,281,0,1,0,768,0,0,0,1,1,0,1,0,1949.0,0,292,0.0,0,0,1,0,0,0,0,1,0,1,1,0,214.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1716,0,0,0,60.0,568,476,1,0,1,11409,0,131000
7,1,0,1,2,1,1,0,1,1468,0,3.5,0,1,0,1977,0,1,0,9,0,0,1,0,1994,539,1,0,0,795,0,1,0,1,1,0,1,0,1977.0,0,795,34.0,0,0,1,0,0,0,1,2,0,1,1,0,251.44444444444446,1,0,0,0,1,250,0,0,0,0,0,1,0,1,1,1,2263,1,0,0,70.04995836802665,795,0,0,0,0,16659,0,235000
6,1,0,1,1,2,0,0,1,1644,0,2.0,1,1,0,1953,1,1,0,7,0,0,0,0,1953,418,0,1,0,1416,0,0,0,1,1,1,1,0,1953.0,0,1285,238.0,0,0,1,0,0,0,1,2,1,1,1,0,234.85714285714286,0,0,0,0,1,0,1,1,0,0,0,1,110,1,1,0,1644,0,0,0,80.0,0,131,1,0,0,9600,0,167000
6,1,0,0,1,0,1,0,1,1003,0,2.0,0,1,0,1984,0,1,0,6,0,0,0,0,1984,588,1,0,0,1003,0,0,0,1,1,1,0,0,1984.0,0,819,0.0,0,0,1,1,0,0,1,2,1,1,1,0,167.16666666666666,0,0,0,0,1,0,1,0,0,1,0,1,120,0,0,0,1003,0,0,0,37.0,0,184,1,0,1,7937,1,142500
5,1,0,1,1,0,1,0,0,910,0,1.5,0,1,0,1950,0,1,0,6,0,0,0,0,1950,282,0,1,0,910,0,0,0,0,1,1,1,0,1950.0,0,420,0.0,1,0,1,0,0,0,1,1,1,1,1,0,259.6666666666667,1,0,0,0,0,0,0,0,0,1,0,1,289,0,0,0,1558,0,0,0,75.0,648,490,1,0,1,13710,1,152000
7,1,1,1,2,1,0,0,0,975,0,2.5,0,0,1,1997,1,1,0,7,0,1,1,0,1998,576,1,0,1,975,0,1,0,1,1,0,0,0,1997.0,0,649,1600.0,0,0,1,1,0,0,1,2,0,0,1,0,278.57142857142856,1,0,1,0,0,10,0,0,0,0,1,0,0,1,0,1,1950,1,0,0,66.0,975,326,0,0,0,7399,0,239000
6,1,0,1,1,1,0,0,1,1041,0,2.5,1,1,0,1968,0,1,0,7,0,0,0,0,1968,539,0,1,0,702,0,1,0,1,1,1,1,0,1968.0,0,384,365.0,0,0,1,0,0,0,1,2,0,0,1,0,249.0,2,0,1,0,0,0,0,0,0,0,0,1,224,1,0,0,1743,1,0,0,90.0,702,143,1,0,1,11700,0,175000
6,1,0,1,1,1,1,0,1,1152,0,1.5,1,1,0,1950,0,1,0,6,0,1,1,0,2004,300,0,1,0,1092,0,0,0,1,1,0,1,0,1950.0,0,0,0.0,0,0,1,0,0,0,1,1,0,1,1,0,192.0,0,0,0,0,0,36,0,0,0,1,0,1,0,0,0,1,1152,0,0,0,80.0,0,1092,0,0,1,14000,0,158500
5,1,0,0,1,2,0,0,1,1336,0,2.0,1,1,0,1953,1,1,0,5,0,0,0,0,1953,375,0,1,0,1165,0,0,0,1,1,0,1,0,1953.0,0,841,56.0,0,0,1,0,0,0,0,1,1,1,1,0,267.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1336,0,0,0,90.0,0,324,1,0,1,15750,0,157000
8,1,1,1,2,1,1,0,1,1210,0,2.5,0,0,1,1998,0,1,0,9,0,1,1,0,1999,683,0,0,1,1028,0,1,0,1,1,1,0,1,1998.0,0,281,0.0,0,0,1,0,0,0,1,2,0,0,1,0,272.44444444444446,1,0,1,0,0,50,1,0,0,1,1,0,208,0,1,1,2452,1,0,0,66.0,1242,747,0,0,0,16226,0,267000
7,1,1,1,2,1,1,0,1,1541,0,2.0,0,0,1,2001,0,1,0,6,0,1,1,0,2002,843,1,0,1,1541,0,0,0,1,1,1,1,0,2001.0,0,0,150.0,0,0,1,0,0,0,1,3,0,0,1,0,256.8333333333333,0,0,1,0,0,81,0,0,0,0,1,0,468,1,0,1,1541,0,0,0,118.0,0,1541,0,0,0,13704,0,205000
5,1,1,1,1,0,1,0,1,894,0,2.0,0,0,0,1972,0,1,0,5,0,0,0,0,1972,552,0,1,1,894,0,0,0,1,1,1,1,0,1975.0,0,894,0.0,0,0,1,0,0,0,1,2,1,1,1,0,178.8,0,0,0,0,1,0,0,0,0,1,1,1,256,0,0,0,894,0,0,0,70.0,0,0,1,0,1,9800,1,149900
7,1,0,1,3,1,1,1,0,1675,0,3.0,0,0,0,1880,0,1,0,10,0,1,0,0,2002,870,0,1,0,1470,0,0,0,1,1,1,1,0,2003.0,0,0,0.0,1,0,1,0,0,0,1,3,0,1,1,0,349.3,0,0,0,0,0,0,0,0,1,1,0,1,302,0,0,1,3493,0,0,0,87.0,1818,1470,0,0,1,18386,0,295000
8,1,0,1,2,0,1,0,1,2000,0,3.0,0,0,1,2004,0,1,0,8,0,1,0,0,2005,888,0,1,1,2000,0,0,0,1,1,1,1,0,2004.0,0,1464,246.0,0,0,1,0,0,0,1,3,0,0,1,0,250.0,0,0,1,0,1,0,1,1,0,0,0,0,168,1,1,1,2000,0,0,0,80.0,0,536,0,0,0,10386,1,305900
7,1,0,1,2,1,1,0,1,1122,0,3.5,0,1,1,1990,0,1,0,8,0,0,1,0,1991,746,0,1,0,700,0,1,0,1,1,1,1,0,1990.0,0,700,246.0,0,0,1,0,0,0,1,3,0,0,1,0,280.375,1,0,1,0,1,44,0,0,0,0,0,0,127,1,0,1,2243,1,0,0,116.0,1121,0,0,0,0,13474,0,225000
6,1,0,1,1,0,1,0,0,1035,1,1.0,0,1,0,1920,0,0,0,6,0,0,1,0,1950,0,1,0,0,319,0,0,1,0,0,0,0,0,1978.5061638868744,0,0,0.0,1,0,1,0,1,0,1,0,1,1,0,1,234.33333333333334,0,0,0,1,0,144,0,0,0,1,0,1,0,0,0,0,1406,0,0,0,70.04995836802665,371,319,0,0,0,7920,1,89500
4,1,1,1,1,0,1,0,1,861,0,1.0,0,1,0,1940,0,1,0,4,0,1,0,1,1950,539,1,0,0,861,0,0,0,1,1,1,0,0,1961.0,0,262,0.0,0,0,1,1,0,0,1,2,0,1,1,0,215.25,0,0,0,0,0,0,0,0,0,1,1,1,158,0,0,0,861,0,0,0,70.04995836802665,0,599,1,0,1,12342,1,82500
9,1,1,0,2,3,1,1,1,1944,0,3.0,0,0,0,2003,0,1,1,8,1,1,1,0,2004,708,1,0,1,1896,1,0,0,1,1,1,1,0,2003.0,0,1274,0.0,0,1,1,0,0,0,1,3,0,0,1,0,243.0,0,0,1,0,1,175,1,0,0,1,1,0,208,0,1,0,1944,0,0,0,90.0,0,622,0,0,0,12378,0,360000
6,1,0,1,2,1,1,0,1,697,0,2.5,0,0,1,1993,0,1,0,6,0,0,1,0,1994,420,1,0,1,697,0,1,0,1,1,1,1,0,1993.0,0,518,112.0,0,0,1,0,0,0,1,2,0,1,1,0,250.16666666666666,1,0,0,0,0,63,0,0,0,0,0,0,190,1,1,1,1501,1,0,0,70.04995836802665,804,179,0,0,0,7685,0,165600
6,1,1,1,1,1,1,0,1,972,0,2.0,1,1,0,1948,0,1,0,5,0,1,0,0,2002,240,0,1,0,972,0,0,0,1,1,0,0,0,1948.0,0,680,0.0,0,0,1,1,0,0,0,1,0,1,1,0,194.4,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,972,0,0,0,50.0,0,292,1,0,1,8000,0,132000
5,1,0,0,1,1,1,0,0,793,0,2.0,1,1,1,1939,0,1,0,5,0,0,0,0,1950,410,0,1,0,793,0,0,0,1,1,0,0,0,1939.0,0,507,0.0,1,0,1,1,0,0,0,2,1,1,1,0,223.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1118,0,0,0,65.0,325,286,1,0,1,7800,0,119900
7,1,0,0,2,2,0,0,1,2036,0,4.0,1,1,1,1965,1,1,0,8,0,0,0,0,1965,513,0,0,0,2136,1,0,0,1,1,0,1,0,1965.0,0,1236,0.0,0,0,1,0,0,0,0,2,1,1,1,0,254.5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2036,0,0,0,150.0,0,80,1,0,0,215245,0,375000
7,1,0,1,1,1,1,0,0,832,0,2.0,1,0,0,1925,0,1,1,6,0,1,0,0,1990,546,0,1,0,728,0,1,0,1,0,0,0,0,1925.0,0,16,0.0,1,0,1,1,0,0,0,2,0,1,1,0,273.5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1641,0,0,0,60.0,809,712,0,0,1,9600,0,178000
7,1,1,1,2,1,1,0,1,716,0,3.5,1,0,1,2004,0,1,0,6,0,1,1,0,2005,432,1,0,1,716,0,1,0,1,1,1,1,0,2004.0,0,425,0.0,0,0,1,0,0,0,1,2,0,0,1,0,238.66666666666666,1,0,1,0,1,51,1,0,0,1,1,0,100,0,1,1,1432,1,0,0,71.0,716,291,0,0,0,7795,0,188500
7,1,0,1,2,1,1,0,1,1153,0,3.5,0,1,1,1980,0,1,1,10,0,0,1,0,1980,484,1,0,0,845,0,1,0,1,1,1,1,0,1983.0,0,692,278.0,0,0,1,0,0,0,1,2,1,0,1,0,235.3,1,0,1,0,1,195,1,0,0,0,0,0,288,1,0,0,2353,1,0,0,94.0,1200,153,0,0,0,13005,0,260000
8,1,1,0,2,1,1,0,0,1088,0,2.5,1,0,1,2006,0,1,0,8,0,1,1,0,2006,1025,0,1,1,1088,0,1,0,1,1,1,1,0,2006.0,0,0,0.0,0,0,1,0,0,0,1,3,0,0,1,0,244.875,1,0,1,0,0,46,0,0,0,1,1,0,208,0,0,1,1959,1,0,0,75.0,871,1088,0,0,0,9000,0,270000
7,1,0,0,2,1,1,0,1,1372,0,3.5,0,0,1,1993,0,1,0,9,0,1,1,0,1993,656,0,1,1,1347,1,1,0,1,1,1,1,0,1993.0,0,987,256.0,0,0,1,0,0,0,1,3,0,0,1,0,294.0,1,0,1,0,1,60,1,0,0,0,0,0,340,1,0,1,2646,1,0,0,90.0,1274,360,0,1,0,9900,0,260000
7,1,0,0,2,2,1,0,1,1472,0,3.0,0,1,1,1980,0,1,0,6,0,0,1,0,1980,588,0,1,0,1372,0,0,0,1,1,1,1,0,1980.0,0,1036,225.0,0,0,1,0,0,0,1,2,1,1,1,0,245.33333333333334,0,0,0,0,1,48,1,0,0,0,0,0,233,1,0,0,1472,0,0,0,70.04995836802665,0,336,1,0,1,14115,0,187500
9,1,1,0,3,0,1,0,1,1249,0,3.5,0,0,0,2006,0,1,0,9,1,1,1,0,2006,840,0,1,1,1249,0,1,0,1,1,1,1,0,2006.0,0,0,370.0,0,1,0,0,0,0,1,3,0,1,1,0,288.44444444444446,1,1,0,0,0,154,0,1,0,0,1,0,240,1,0,1,2596,1,1,0,111.0,1347,1249,0,0,0,16259,1,342643
8,1,1,0,2,1,1,0,1,1136,0,3.5,1,0,0,2004,0,1,0,10,1,1,1,0,2004,872,1,0,1,1136,0,1,0,1,1,1,0,1,2004.0,0,970,388.0,0,1,1,0,0,0,1,3,0,0,1,0,246.8,1,0,1,0,1,154,1,0,0,0,1,0,184,1,1,1,2468,1,0,0,99.0,1332,166,0,0,0,12099,0,354000
7,1,0,0,2,1,1,0,1,1553,0,3.5,0,1,0,1986,0,1,0,8,0,1,1,0,1987,576,1,0,0,1502,1,1,0,1,1,1,1,0,1987.0,0,28,172.0,0,0,1,0,0,0,1,2,0,0,1,0,341.25,1,0,1,0,1,96,0,0,0,0,0,1,201,1,1,1,2730,1,0,0,86.0,1177,0,0,0,0,10380,0,301000
3,1,1,1,1,0,1,0,0,1163,0,2.0,0,1,0,1955,0,1,0,6,0,1,1,0,2005,220,0,1,0,1162,0,0,0,1,0,1,1,0,1955.0,0,256,0.0,1,0,1,0,0,0,1,1,0,1,1,0,193.83333333333334,0,0,0,0,1,98,0,0,0,1,1,1,142,0,0,0,1163,0,0,0,49.0,0,906,1,0,1,5820,1,126175
7,1,0,1,2,1,0,0,1,1898,0,2.5,1,1,1,1967,0,1,0,11,0,1,0,0,2007,564,0,1,0,710,0,0,0,1,1,1,0,1,1961.0,0,0,300.0,0,0,1,0,0,0,1,2,0,0,1,0,270.72727272727275,1,0,1,0,0,0,0,0,0,0,0,0,240,1,1,1,2978,0,0,0,96.0,1080,710,0,0,0,11275,0,242000
5,0,0,0,1,0,1,0,0,803,0,1.0,0,1,0,1941,0,1,0,5,0,0,0,0,1950,360,0,1,0,720,0,0,0,0,1,0,0,0,1941.0,0,116,0.0,1,0,1,1,0,0,0,2,0,1,1,0,160.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,803,0,0,1,50.0,0,604,1,0,1,5000,1,87000
8,1,0,0,1,2,1,0,1,1719,0,3.5,1,0,1,1993,0,1,0,6,0,1,1,0,1993,473,1,0,1,1719,1,0,0,1,1,1,1,0,1993.0,0,1619,0.0,0,0,0,0,0,0,1,2,0,0,1,0,286.5,1,0,1,0,2,30,1,0,0,1,0,0,122,0,1,1,1719,0,0,0,32.0,0,100,0,0,0,10846,0,324000
6,1,0,1,1,0,0,0,1,1383,0,1.5,0,1,0,1960,1,1,0,7,0,0,1,0,1960,292,0,1,0,1383,0,0,0,1,1,0,1,0,1960.0,0,565,175.0,0,0,1,0,0,0,1,1,1,1,1,0,197.57142857142858,1,0,0,0,0,45,0,0,0,0,0,1,0,1,0,0,1383,0,0,0,80.0,0,818,1,0,0,11600,1,145250
6,0,0,1,2,0,1,0,1,1445,0,2.0,0,0,0,1916,0,1,0,10,0,0,1,0,1994,441,1,0,0,844,0,0,0,0,1,0,0,0,1930.0,0,0,0.0,0,0,1,1,0,0,1,2,0,1,1,0,213.4,0,0,0,0,0,60,0,0,1,1,0,1,0,0,0,1,2134,0,0,1,70.04995836802665,689,844,0,0,1,11888,1,214500
5,0,0,0,1,0,1,0,0,596,0,1.0,0,0,0,1920,0,0,0,6,0,0,0,0,1950,189,0,1,1,596,0,1,0,1,0,0,0,0,1920.0,0,0,0.0,1,0,1,1,0,0,0,1,1,1,0,1,198.66666666666666,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1192,0,0,1,60.0,596,596,1,0,1,6402,1,78000
5,1,0,1,2,0,1,0,1,1728,0,2.5,0,1,0,1964,0,1,0,10,0,0,0,0,1964,352,1,0,0,1728,0,0,0,1,1,1,0,0,2002.0,0,40,84.0,0,0,1,1,0,0,1,1,1,1,1,0,172.8,0,0,0,0,0,0,1,0,0,0,0,1,155,1,0,0,1728,0,0,0,70.04995836802665,0,1424,1,0,1,10624,1,119000
5,1,0,1,1,0,1,0,1,1056,0,2.0,0,1,0,1958,0,1,0,6,0,0,0,0,1992,308,0,1,0,1056,0,0,0,1,1,0,1,0,1958.0,0,846,0.0,0,0,1,0,0,0,0,1,0,1,1,0,176.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1056,0,0,0,70.0,0,210,1,0,0,8176,1,139000
8,1,1,1,2,1,1,0,1,1629,0,3.0,1,0,1,2003,0,1,0,7,1,1,0,0,2004,880,1,0,1,3206,0,0,0,1,1,0,1,0,2003.0,0,1124,296.0,0,0,1,0,0,0,0,3,0,0,1,0,232.71428571428572,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1629,0,0,0,85.0,0,1603,0,0,0,10655,0,284000
7,1,1,0,2,1,1,0,0,1358,0,3.0,1,0,1,2004,0,1,0,6,1,1,1,0,2004,484,0,1,1,1358,0,0,0,1,1,1,1,0,2004.0,0,720,146.0,1,0,1,0,0,0,1,2,0,0,1,0,226.33333333333334,0,0,1,0,1,30,1,1,0,0,1,0,192,1,0,1,1358,0,0,0,59.0,0,638,0,0,0,8198,0,207000
6,1,1,0,2,2,1,0,1,943,0,3.5,0,0,1,1998,0,1,0,7,0,0,1,0,1998,472,1,0,1,943,1,1,0,1,1,1,1,0,1998.0,0,828,0.0,0,0,1,0,0,0,1,2,0,1,1,0,234.0,1,0,0,0,1,38,1,0,0,1,1,0,100,0,1,0,1638,1,0,0,59.0,695,115,1,0,0,9042,0,192000
5,1,0,0,2,2,1,0,1,1619,0,4.0,1,1,0,1965,0,1,0,7,0,1,0,0,1965,529,1,0,0,1499,1,0,0,1,1,1,1,0,1965.0,0,1249,0.0,0,0,1,0,0,0,1,2,0,1,1,0,255.14285714285714,0,0,0,0,2,0,0,0,0,1,0,1,670,0,1,0,1786,0,0,0,70.04995836802665,167,103,1,0,0,164660,0,228950
9,1,1,0,2,1,0,0,1,1922,0,3.0,1,0,0,2005,1,1,0,8,0,1,1,0,2006,676,1,0,1,1922,1,0,0,1,1,1,1,0,2005.0,0,1249,200.0,0,1,1,0,0,1,1,3,0,0,1,0,240.25,0,0,1,0,1,51,1,1,0,0,1,0,178,1,1,1,1922,0,0,0,86.0,0,673,0,0,0,14157,0,377426
7,1,1,0,2,0,1,0,1,1536,0,3.0,0,0,1,2002,0,1,0,7,0,1,1,0,2003,532,0,1,1,1536,0,0,0,1,1,1,1,0,2002.0,0,810,113.0,0,0,1,0,0,0,1,2,0,0,1,0,219.42857142857142,0,0,1,0,1,74,1,0,0,0,1,0,192,1,0,1,1536,0,0,0,70.0,0,726,0,0,0,9135,1,214000
7,1,0,0,2,0,1,0,1,1621,0,3.0,0,1,1,1984,0,1,0,8,0,1,1,0,1998,440,0,1,0,1208,0,0,0,1,1,1,1,0,1984.0,0,213,0.0,0,0,1,0,0,0,1,2,0,0,1,0,202.625,0,0,1,0,1,45,0,0,0,1,0,0,108,0,0,1,1621,0,0,0,91.0,0,995,0,0,0,14145,1,202500
6,1,0,1,1,0,0,0,1,1215,0,1.0,0,1,0,1958,1,1,0,6,0,0,0,0,1998,297,1,0,0,1215,0,0,0,0,1,0,1,0,1958.0,0,585,176.0,0,0,1,0,0,0,0,1,1,1,1,0,202.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1215,0,0,0,66.0,0,630,1,0,1,12400,1,155000
8,1,1,1,2,0,1,0,1,993,0,2.5,0,0,1,2002,0,1,0,9,0,1,0,0,2002,431,0,1,1,967,0,1,0,1,1,1,1,0,2002.0,0,0,0.0,0,0,1,0,0,0,1,2,0,0,1,0,212.0,1,0,1,0,0,0,0,0,0,1,1,0,135,0,1,1,1908,1,0,0,85.0,915,967,0,0,0,14191,1,202900
4,1,0,1,1,0,1,0,0,841,0,1.0,0,1,0,1950,0,1,0,4,0,0,0,0,1950,294,0,1,0,721,0,0,0,1,1,1,0,0,1950.0,0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,210.25,0,0,0,0,0,0,0,0,0,1,0,1,250,0,0,0,841,0,0,0,60.0,0,721,1,0,1,8400,1,82000
3,0,0,0,2,0,1,0,1,1040,0,2.0,0,0,0,1949,0,1,0,6,0,0,0,0,1950,400,0,1,0,0,0,0,0,0,1,0,0,0,1949.0,0,0,340.0,0,0,1,1,0,0,0,2,0,1,1,0,173.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1040,0,0,1,70.04995836802665,0,0,1,0,1,8544,1,87500
9,1,0,1,2,1,0,1,1,1684,0,2.0,0,0,0,2005,1,1,1,6,1,1,1,0,2005,564,1,0,1,1684,0,0,0,1,1,1,1,0,2005.0,1,28,616.0,0,1,1,0,0,0,1,2,0,0,1,0,280.6666666666667,0,0,0,0,0,72,1,0,0,0,0,0,495,1,0,0,1684,0,0,0,63.0,0,1656,0,0,0,8849,0,266000
5,1,0,1,1,0,1,0,0,536,0,1.5,0,1,1,1976,0,1,0,4,0,0,0,0,1976,336,0,1,0,536,0,1,0,1,1,1,1,0,1976.0,0,129,0.0,1,0,1,0,0,0,1,1,1,1,1,0,278.0,1,0,0,0,0,0,0,0,0,1,0,0,182,0,0,0,1112,0,0,0,36.0,576,175,1,0,1,2592,1,85000
6,1,0,1,1,1,1,0,1,972,0,1.0,1,0,0,1939,0,1,0,6,0,0,0,0,1950,312,0,1,0,972,0,0,0,1,1,0,0,0,1939.0,0,0,0.0,0,0,1,1,0,0,0,1,0,1,1,0,262.8333333333333,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1577,0,0,0,65.0,605,972,0,0,1,6435,0,140200
6,1,0,0,1,0,0,0,1,958,0,1.0,0,1,0,1960,1,1,0,5,0,0,0,0,1998,301,1,0,0,958,0,0,0,1,1,0,1,0,1960.0,0,498,0.0,0,0,1,0,0,0,0,1,1,1,1,0,191.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,958,0,0,0,70.04995836802665,0,460,1,0,0,12772,1,151500
6,1,0,1,2,2,1,0,1,1478,0,3.0,1,1,0,1960,0,1,0,6,0,1,1,0,1960,498,1,0,0,1478,0,0,0,0,1,0,1,0,1960.0,0,1270,30.0,0,0,1,0,0,0,1,2,0,1,1,0,246.33333333333334,0,0,0,0,1,40,0,0,0,0,0,1,0,1,0,0,1478,0,0,0,70.04995836802665,0,208,1,0,1,17600,0,157500
7,1,0,1,2,0,1,0,1,764,0,3.5,0,0,1,2003,0,1,0,6,1,1,1,0,2004,474,0,1,1,764,0,1,0,1,1,0,0,1,2003.0,0,573,106.0,0,0,1,0,0,0,1,2,0,0,1,0,271.0,1,0,1,0,1,27,1,1,0,0,1,0,0,1,0,1,1626,0,0,0,36.0,862,191,0,0,0,2448,1,154000
9,1,0,1,2,2,0,1,1,1848,0,3.5,0,0,0,2005,1,1,1,10,1,1,0,0,2006,706,0,0,1,1848,0,1,0,1,1,0,1,0,2006.0,1,1410,870.0,0,1,0,0,0,0,0,3,0,0,1,0,272.8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2728,1,1,0,56.0,880,438,0,0,0,20431,0,437154
9,1,0,1,2,1,0,0,1,1869,0,2.0,1,0,0,2007,1,1,1,6,1,1,1,0,2007,617,1,0,1,1869,0,0,0,1,1,1,1,0,2007.0,1,0,362.0,0,1,0,0,0,0,1,2,0,0,1,0,311.5,0,1,0,0,0,54,0,0,0,0,0,0,210,1,0,0,1869,0,1,0,68.0,0,1869,0,0,0,7820,0,318061
7,1,0,0,1,1,1,0,1,1453,0,2.5,0,0,1,1986,0,1,0,6,0,0,1,0,1986,445,1,0,1,1453,1,0,0,1,1,0,1,0,1986.0,0,1082,0.0,0,0,1,0,0,0,1,2,0,1,1,0,242.16666666666666,1,0,0,0,1,80,1,0,0,1,0,0,0,0,0,1,1453,0,0,0,70.04995836802665,0,371,0,0,0,5271,0,190000
5,0,1,0,1,0,1,0,1,616,0,1.5,0,1,0,1941,0,0,0,5,0,0,0,0,1950,200,0,1,0,616,0,0,0,1,1,1,0,0,1941.0,0,236,0.0,0,0,0,1,0,0,1,1,1,1,1,0,222.2,0,0,0,0,0,0,0,0,0,1,1,1,48,0,0,0,1111,0,0,1,60.0,495,0,1,0,1,9084,1,95000
6,1,1,1,1,0,1,0,0,720,0,1.0,0,0,0,1928,0,1,0,5,0,0,0,1,2003,484,0,1,0,624,0,0,0,1,1,1,0,0,2005.0,0,0,0.0,1,0,1,1,0,0,1,2,0,1,1,0,144.0,0,0,0,0,0,0,0,0,1,1,1,1,106,0,0,0,720,0,0,0,60.0,0,624,1,0,1,8520,1,105900
6,1,0,1,1,2,1,0,1,1192,0,1.0,1,1,0,1940,0,1,0,6,0,1,0,0,2000,240,0,1,0,940,0,0,0,1,1,0,1,0,1940.0,0,388,0.0,0,0,1,0,0,0,0,1,0,1,1,0,265.8333333333333,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1595,0,0,0,60.0,403,552,1,0,1,8400,0,140000
6,1,1,1,2,0,1,0,1,1200,0,3.0,0,0,1,1995,0,1,0,6,0,1,1,0,1995,521,0,0,1,1200,0,0,0,1,1,0,1,0,1995.0,0,334,0.0,0,0,1,0,0,0,1,2,0,0,1,0,200.0,0,0,1,0,1,26,0,0,0,1,1,0,0,0,0,1,1200,0,0,0,105.0,0,322,0,0,0,11249,1,177500
6,1,0,1,2,0,1,0,1,1167,0,3.0,0,0,1,1992,0,1,0,6,0,0,1,0,1992,400,1,0,1,1158,0,0,0,1,1,1,1,0,1992.0,0,560,106.0,0,0,1,0,0,0,1,2,0,1,1,0,194.5,0,0,0,0,1,26,1,0,0,0,0,0,120,1,0,1,1167,0,0,0,70.04995836802665,0,598,0,0,0,9248,1,173000
5,1,0,1,1,1,1,0,0,1142,0,2.5,0,0,1,1976,0,1,0,6,0,0,1,0,1976,528,0,1,1,1142,0,0,0,1,1,1,1,0,1976.0,0,874,0.0,1,0,1,0,0,0,1,2,1,1,1,0,190.33333333333334,1,0,0,0,1,90,0,0,0,1,0,0,536,0,1,0,1142,0,0,0,44.0,0,268,1,0,0,4224,0,134000
5,1,0,0,1,0,0,0,1,1352,0,1.5,0,1,0,1958,1,1,0,6,0,1,0,0,1958,288,1,0,0,1062,0,0,0,0,1,1,0,1,1958.0,0,300,120.0,0,0,1,0,0,0,1,1,0,1,1,0,225.33333333333334,0,0,0,0,0,0,0,0,0,0,0,1,168,1,0,1,1352,0,0,0,92.0,0,468,0,0,1,6930,1,130000
8,1,1,0,2,1,1,0,1,1086,0,3.5,0,0,1,1998,0,1,0,7,0,1,1,0,1998,592,1,0,1,1086,0,1,0,1,1,1,1,0,1998.0,0,956,530.0,0,0,1,0,0,0,1,2,0,0,1,0,274.85714285714283,1,0,1,0,1,75,1,0,0,0,1,0,208,1,0,1,1924,1,0,0,78.0,838,130,0,1,0,12011,0,280000
6,1,1,0,1,1,1,0,1,912,0,2.0,0,1,1,1978,0,1,0,5,0,1,0,0,1978,470,1,0,0,888,0,0,0,1,1,0,1,0,1978.0,0,773,0.0,0,0,1,0,0,0,0,2,0,1,1,0,182.4,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,912,0,0,0,70.04995836802665,0,115,1,0,0,7540,0,156000
