OverallQual,MSSubClass_40,MasVnrType_BrkCmn,GarageType_Basment,CentralAir_Y,LandContour_Lvl,Exterior1st_Wd Sdng,Exterior2nd_Wd Shng,Neighborhood_Sawyer,Neighborhood_NPkVill,Exterior2nd_VinylSd,LotShape_IR2,BsmtExposure_No,RoofMatl_Tar&Grv,BldgType_Twnhs,MSZoning_FV,Functional_Sev,BsmtQual_0,FullBath,BldgType_Duplex,Fireplaces,Heating_Grav,RoofStyle_Gable,Exterior2nd_CBlock,Exterior1st_BrkFace,MSSubClass_90,Exterior2nd_Stone,GarageType_2Types,BldgType_2fmCon,FireplaceQu_Ex,HeatingQC_Gd,MSZoning_RL,LandSlope_Sev,GarageCond_Fa,Condition1_RRAe,Condition2_PosA,Exterior1st_MetalSd,1stFlrSF,ExterQual_Fa,Functional_Min1,Neighborhood_Edwards,ExterCond_Po,Condition1_RRNn,ExterCond_Fa,Exterior1st_HdBoard,MSSubClass_120,ExterCond_Gd,HouseStyle_1.5Fin,GarageFinish_0,Baths,MSSubClass_180,FireplaceQu_Gd,Neighborhood_Somerst,BsmtExposure_Mn,GarageFinish_RFn,Exterior2nd_ImStucc,MiscFeature_Gar2,Foundation_CBlock,BsmtCond_TA,GarageType_CarPort,KitchenQual_Fa,has_ScreenPorch,Exterior1st_WdShing,Foundation_Slab,BsmtQual_Gd,GarageQual_Po,MSSubClass_80,YearBuilt,RoofStyle_Hip,BsmtFinType2_LwQ,Neighborhood_NAmes,BsmtHalfBath,Exterior1st_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,GarageCond_TA,LandContour_Low,MiscFeature_Shed,KitchenQual_Ex,Fence_GdWo,LotConfig_FR2,Neighborhood_MeadowV,BsmtCond_Po,BsmtFinType2_Rec,Condition2_Feedr,Foundation_Wood,MoSold,Exterior2nd_AsbShng,TotRmsAbvGrd,SaleType_Con,Neighborhood_NridgHt,Id,HeatingQC_Ex,MiscFeature_0,has_OpenPorchSF,RoofMatl_WdShngl,MSSubClass_30,Exterior2nd_AsphShn,YearRemodAdd,GarageArea,LotShape_IR1,LotShape_Reg,Neighborhood_SawyerW,Foundation_PConc,MSSubClass_20,Fence_MnPrv,PoolQC_0,HouseStyle_2.5Unf,SaleCondition_Alloca,Exterior2nd_Plywood,MSSubClass_50,MSSubClass_85,TotalBsmtSF,PoolQC_Gd,Foundation_Stone,Neighborhood_IDOTRR,BldgType_1Fam,HouseStyle_SFoyer,BsmtExposure_Gd,HouseStyle_2Story,Condition1_RRAn,KitchenAbvGr,HouseStyle_SLvl,PavedDrive_P,GarageType_0,LotShape_IR3,Alley_0,BsmtFinType2_GLQ,RoofStyle_Mansard,Electrical_SBrkr,PoolQC_Ex,GarageQual_TA,Electrical_FuseF,has_WoodDeckSF,MSSubClass_160,RoofMatl_CompShg,Exterior1st_Plywood,SaleType_ConLD,Condition1_RRNe,BsmtFinType2_ALQ,MSSubClass_45,Exterior2nd_CmentBd,GarageType_Attchd,GarageType_BuiltIn,GarageYrBlt,SaleType_ConLI,ExterQual_Ex,BsmtFinSF1,Neighborhood_SWISU,MasVnrArea,Fence_GdPrv,Heating_GasA,GarageCond_Gd,MSZoning_RM,Neighborhood_Mitchel,SaleType_ConLw,BsmtQual_Ex,PoolArea,Condition2_Norm,Heating_Wall,BsmtFinType2_Unf,SaleType_WD,GarageType_Detchd,GarageQual_0,BldgType_TwnhsE,Neighborhood_StoneBr,Functional_Min2,BsmtFinSF2,Fence_MnWw,EnclosedPorch,Exterior1st_Stucco,Exterior2nd_HdBoard,Neighborhood_Veenker,RoofMatl_WdShake,open_outside_areas,BsmtFinType1_LwQ,ExterCond_TA,LotConfig_Inside,HouseStyle_1.5Unf,ScreenPorch,Condition2_PosN,GarageCars,Neighborhood_BrkSide,RoofStyle_Flat,HeatingQC_TA,ExterQual_TA,has_PoolArea,RoofStyle_Shed,SaleCondition_Abnorml,BsmtFinType2_0,Exterior1st_BrkComm,Alley_Pave,PavedDrive_Y,PavedDrive_N,Condition1_Norm,Condition1_Feedr,Exterior1st_AsbShng,Neighborhood_Crawfor,roominess,HalfBath,BsmtFinType1_0,MasVnrType_0,SaleCondition_Partial,SaleType_CWD,BsmtExposure_Av,LotConfig_CulDSac,LandSlope_Gtl,ExterQual_Gd,BsmtFinType2_BLQ,GarageCond_0,Exterior2nd_Wd Sdng,Neighborhood_Blueste,LandContour_Bnk,FireplaceQu_Po,BsmtFullBath,Exterior2nd_Stucco,SaleType_COD,MSSubClass_75,Functional_Typ,GarageQual_Gd,Neighborhood_Blmngtn,OpenPorchSF,Condition1_Artery,MSZoning_RH,Neighborhood_Gilbert,LotConfig_Corner,BsmtFinType1_GLQ,Street_Grvl,Neighborhood_OldTown,MasVnrType_Stone,ExterCond_Ex,Foundation_BrkTil,MasVnrType_None,BsmtCond_Gd,Exterior1st_VinylSd,MSZoning_C (all),Exterior1st_CBlock,RoofStyle_Gambrel,MSSubClass_190,BsmtQual_TA,LowQualFinSF,MSSubClass_70,WoodDeckSF,Fence_0,Condition1_PosA,has_MasVnrArea,Electrical_FuseP,Utilities_AllPub,has_LowQualFinSF,BsmtFinType1_Rec,Neighborhood_CollgCr,MiscVal,Neighborhood_NWAmes,BsmtCond_0,GarageFinish_Fin,BsmtQual_Fa,Exterior2nd_MetalSd,BsmtExposure_0,has_3SsnPorch,Functional_Maj2,KitchenQual_Gd,3SsnPorch,LandSlope_Mod,MiscFeature_Othr,GrLivArea,GarageQual_Fa,Street_Pave,FireplaceQu_Fa,MSSubClass_60,door_porch,HouseStyle_1Story,has_EnclosedPorch,GarageCond_Ex,Exterior1st_CemntBd,SaleCondition_Family,Neighborhood_BrDale,SaleType_New,Neighborhood_Timber,HeatingQC_Fa,SaleCondition_Normal,YrSold,CentralAir_N,SaleType_Oth,OverallCond,Electrical_FuseA,LotFrontage,2ndFlrSF,GarageCond_Po,Functional_Mod,BsmtFinType1_Unf,MasVnrType_BrkFace,BsmtUnfSF,Heating_GasW,KitchenQual_TA,BedroomAbvGr,Neighborhood_NoRidge,BsmtFinType1_ALQ,Alley_Grvl,GarageFinish_Unf,Condition1_PosN,has_MiscVal,FireplaceQu_TA,Condition2_Artery,LandContour_HLS,Neighborhood_ClearCr,BsmtCond_Fa,LotConfig_FR3,BsmtFinType1_BLQ,LotArea,HeatingQC_Po,SaleCondition_AdjLand,FireplaceQu_0,Functional_Maj1,SalePrice
4,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1029,0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,610,0,1,0,0,0,0,1961,261,0,1,0,0,1,0,1,0,0,0,0,0,1029,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1961.0,0,0,903,0,192.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,205.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2007,0,0,5,0,61.0,0,0,0,0,0,126,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7943,0,0,1,0,118500
9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1476,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,8,0,0,611,1,1,1,0,0,0,2000,736,0,1,0,1,0,0,1,0,0,0,0,0,1440,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2000.0,0,0,904,0,204.0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,269.125,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,142,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,253,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2153,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,0,0,5,0,70.04995836802665,677,0,0,0,1,536,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,11050,0,0,0,0,313000
6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1032,0,0,0,0,0,0,1,0,0,0,0,2.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1978,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,7,0,6,0,0,612,0,0,0,0,0,0,1978,564,1,0,0,0,0,1,1,0,0,0,0,0,1032,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1978.0,0,0,605,0,233.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,172.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,500,1,0,0,0,0,0,0,0,0,0,0,0,1032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,0,0,6,0,70.04995836802665,0,0,0,0,1,427,0,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,10395,0,0,0,0,148000
8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2001,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,7,0,0,613,1,1,1,0,0,0,2001,531,0,1,0,1,0,0,1,0,0,0,0,0,1299,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2001.0,0,0,990,0,108.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,267.42857142857144,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,122,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,0,0,5,0,70.04995836802665,573,0,0,0,1,309,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,11885,0,0,0,0,261500
5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,614,1,1,1,0,0,0,2007,0,0,1,0,1,1,0,1,0,0,0,0,0,1120,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1978.5061638868744,0,0,206,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,186.66666666666666,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2007,0,0,5,0,70.0,0,0,0,0,0,914,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8402,0,0,1,0,147000
4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,0,615,1,1,1,0,0,0,1972,0,0,1,0,0,0,0,1,0,0,0,0,0,630,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1978.5061638868744,0,0,150,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,480,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,210.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2010,0,0,6,0,21.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,0,0,1,0,75500
6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1054,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1963,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,616,1,1,0,0,0,0,1963,480,0,1,0,1,0,1,1,0,0,0,0,1,936,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1963.0,0,0,763,0,156.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,175.66666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,0,0,7,0,80.0,0,0,0,0,1,173,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8800,0,0,1,0,137500
6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,617,1,1,1,0,0,0,2003,393,1,0,0,1,0,0,1,0,0,0,0,0,783,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2002.0,0,0,457,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,215.57142857142858,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,75,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,100,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1509,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,0,0,5,0,70.04995836802665,702,0,0,0,0,326,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7861,0,0,0,0,183200
6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,832,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1954,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,618,0,1,0,0,0,0,1954,528,0,1,0,0,0,0,1,0,0,0,0,0,832,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1962.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,208.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,0,0,6,0,59.0,0,0,0,1,0,832,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,7227,0,0,1,0,105500
9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1828,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,9,0,1,619,1,1,1,0,0,0,2007,774,0,1,0,1,1,0,1,0,0,0,0,0,1822,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2007.0,0,1,48,0,452.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,260,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,203.11111111111111,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1828,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2007,0,0,5,0,90.0,0,0,0,0,1,1774,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,11694,0,0,0,0,314813
8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1482,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,620,1,1,0,0,0,0,2003,749,0,1,0,1,0,0,1,0,0,0,0,0,1482,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2003.0,0,0,871,0,226.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,226.2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,168,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2262,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2008,0,0,5,0,85.0,780,0,0,0,0,611,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12244,0,0,0,0,305000
3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,864,0,0,1,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,621,0,1,0,0,1,0,1950,0,0,1,0,0,0,0,1,0,0,0,0,0,864,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1978.5061638868744,0,0,41,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,100,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,172.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2008,1,0,3,0,45.0,0,0,0,0,0,823,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,8248,0,0,1,0,67000
6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1548,0,0,0,0,0,0,1,0,0,0,0,2.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,9,0,0,622,0,1,1,0,0,0,1997,624,0,1,0,0,0,0,1,0,0,0,0,0,1522,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1974.0,0,0,956,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,182,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,290.44444444444446,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,38,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2614,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2008,0,0,7,0,90.0,1066,0,0,0,0,384,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,10800,0,0,0,0,240000
5,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,980,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,623,0,1,0,0,0,0,1977,484,0,1,0,0,1,0,1,0,0,1,0,0,980,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1986.0,0,0,560,0,153.0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,163.33333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,0,0,6,0,71.0,0,0,0,0,1,420,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,7064,0,0,1,0,135000
6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,756,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,624,1,1,1,0,0,0,2000,440,0,1,0,1,0,0,1,0,0,0,0,0,756,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2000.0,0,0,420,0,513.0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,378.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,0,0,5,0,70.04995836802665,756,0,0,0,1,336,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2117,0,0,0,0,168500
6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,625,0,1,0,0,0,0,1972,484,0,1,0,0,0,0,1,0,0,0,0,0,732,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1972.0,0,0,247,0,288.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,147,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,223.75,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,148,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1790,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2006,0,0,5,0,80.0,778,0,0,0,0,485,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,10400,0,0,0,0,165150
