1stFlrSF,Baths,BsmtFinType1_GLQ,BsmtQual_Ex,ExterQual_Ex,ExterQual_TA,Fireplaces,GarageCars,GarageFinish_Fin,GarageFinish_Unf,GrLivArea,HeatingQC_Ex,KitchenQual_Ex,KitchenQual_TA,MasVnrArea,Neighborhood_NridgHt,OverallQual,SalePrice,YearBuilt,YearRemodAdd,has_OpenPorchSF
1113,2.5,0,0,0,1,1,1,0,0,1113,0,0,1,174.0,0,6,148000,1976,1976,1
1095,2.5,0,0,0,0,1,3,0,0,1939,0,0,0,0.0,0,8,266000,2006,2006,1
1363,2.0,0,0,0,1,2,2,0,1,1363,1,0,1,0.0,0,7,241500,1954,2005,0
1164,2.5,1,0,0,0,1,3,1,0,2270,1,0,0,348.0,0,8,290000,1999,2007,1
1632,3.0,0,0,0,1,1,1,0,0,1632,0,0,1,183.0,0,6,139000,1958,1988,0
816,1.0,0,0,0,1,0,1,0,1,816,0,0,1,0.0,0,5,124500,1982,1982,0
952,2.5,0,0,0,0,0,2,0,1,1548,0,1,0,0.0,0,7,205000,1925,2007,0
1560,2.0,0,1,0,0,0,2,1,0,1560,1,0,0,0.0,0,7,201000,2003,2003,1
864,1.0,0,0,0,1,0,2,0,1,864,1,0,1,0.0,0,4,141000,1951,1951,0
2121,2.5,0,1,1,0,1,3,1,0,2121,1,1,0,315.0,1,9,415298,2006,2007,1
1156,2.5,0,0,0,1,1,2,1,0,2022,1,0,1,299.0,0,7,192000,1977,1977,1
1175,2.5,1,0,0,0,1,2,1,0,1982,0,0,0,340.0,0,7,228500,1989,1989,1
1262,2.0,1,0,0,0,0,2,1,0,1262,0,0,0,68.0,0,6,185000,2006,2006,1
1314,3.0,1,0,0,0,1,2,0,0,1314,1,0,0,166.0,1,7,207500,2007,2008,1
1468,2.0,0,0,0,0,1,3,1,0,1468,1,0,0,72.0,0,8,244600,2008,2009,1
1575,3.0,1,0,0,0,0,2,0,0,1575,0,0,0,0.0,0,6,179200,1992,1992,0
625,2.5,0,0,0,0,0,2,0,0,1250,1,0,0,0.0,0,7,164700,2006,2007,1
1085,1.5,0,0,0,1,1,2,0,0,1734,0,0,0,0.0,0,6,159000,1962,1981,0
858,1.0,0,0,0,1,0,0,0,0,858,0,0,1,0.0,0,4,88000,1971,1971,0
900,1.0,0,0,0,1,0,1,0,1,900,0,0,1,31.0,0,5,122000,1967,1967,0
698,1.0,0,0,0,1,0,1,0,1,1396,1,0,1,0.0,0,6,153575,1915,2003,0
1079,2.5,0,0,0,0,1,2,0,0,1919,1,0,0,0.0,0,8,233230,2006,2006,1
936,3.0,0,0,0,1,0,0,0,0,1716,1,0,0,0.0,0,5,135900,1912,2000,1
1148,1.5,0,0,0,1,1,1,0,1,1716,0,0,1,0.0,0,5,131000,1949,2008,0
1468,3.5,0,0,0,1,1,2,1,0,2263,0,0,0,34.0,0,7,235000,1977,1994,1
1644,2.0,1,0,0,1,2,2,1,0,1644,0,0,1,238.0,0,6,167000,1953,1953,0
1003,2.0,1,0,0,1,0,2,0,1,1003,0,0,1,0.0,0,6,142500,1984,1984,0
910,1.5,0,0,0,1,0,1,0,1,1558,0,0,1,0.0,0,5,152000,1950,1950,0
975,2.5,0,0,0,0,1,2,0,0,1950,1,0,0,1600.0,0,7,239000,1997,1998,1
1041,2.5,0,0,0,0,1,2,0,1,1743,0,0,1,365.0,0,6,175000,1968,1968,0
1152,1.5,0,0,0,1,1,1,0,1,1152,1,0,0,0.0,0,6,158500,1950,2004,1
1336,2.0,0,0,0,1,2,1,0,1,1336,0,0,1,56.0,0,5,157000,1953,1953,0
1210,2.5,1,0,0,0,1,2,1,0,2452,1,0,0,0.0,0,8,267000,1998,1999,1
1541,2.0,0,0,0,0,1,3,0,0,1541,1,0,0,150.0,0,7,205000,2001,2002,1
894,2.0,0,0,0,1,0,2,0,1,894,0,0,1,0.0,0,5,149900,1972,1972,0
1675,3.0,0,0,0,1,1,3,0,1,3493,1,0,0,0.0,0,7,295000,1880,2002,0
2000,3.0,1,0,0,0,0,3,1,0,2000,1,0,0,246.0,0,8,305900,2004,2005,0
1122,3.5,0,0,0,0,1,3,0,0,2243,0,0,0,246.0,0,7,225000,1990,1991,1
1035,1.0,0,0,0,1,0,0,0,0,1406,0,0,0,0.0,0,6,89500,1920,1950,1
861,1.0,0,0,0,1,0,2,0,1,861,1,0,1,0.0,0,4,82500,1940,1950,0
1944,3.0,1,1,0,0,3,3,1,0,1944,1,1,0,0.0,1,9,360000,2003,2004,1
697,2.5,0,0,0,1,1,2,1,0,1501,0,0,0,112.0,0,6,165600,1993,1994,1
972,2.0,0,0,0,1,1,1,0,1,972,1,0,1,0.0,0,6,132000,1948,2002,0
793,2.0,0,0,0,1,1,2,0,1,1118,0,0,1,0.0,0,5,119900,1939,1950,0
2036,4.0,0,0,0,1,2,2,0,0,2036,0,0,1,0.0,0,7,375000,1965,1965,0
832,2.0,0,0,0,1,1,2,0,1,1641,1,1,0,0.0,0,7,178000,1925,1990,0
716,3.5,1,0,0,0,1,2,1,0,1432,1,0,0,0.0,0,7,188500,2004,2005,1
1153,3.5,1,0,0,0,1,2,0,0,2353,0,1,0,278.0,0,7,260000,1980,1980,1
1088,2.5,0,0,0,0,1,3,0,0,1959,1,0,0,0.0,0,8,270000,2006,2006,1
1372,3.5,1,0,0,0,1,3,0,0,2646,1,0,0,256.0,0,7,260000,1993,1993,1
1472,3.0,1,0,0,1,2,2,0,1,1472,0,0,1,225.0,0,7,187500,1980,1980,1
1249,3.5,0,1,0,1,0,3,0,0,2596,1,0,0,370.0,1,9,342643,2006,2006,1
1136,3.5,1,1,0,0,1,3,1,0,2468,1,0,0,388.0,1,8,354000,2004,2004,1
1553,3.5,0,0,0,0,1,2,1,0,2730,1,0,0,172.0,0,7,301000,1986,1987,1
1163,2.0,0,0,0,1,0,1,0,1,1163,1,0,1,0.0,0,3,126175,1955,2005,1
1898,2.5,0,0,0,0,1,2,1,0,2978,1,0,0,300.0,0,7,242000,1967,2007,0
803,1.0,0,0,0,1,0,2,0,1,803,0,0,1,0.0,0,5,87000,1941,1950,0
1719,3.5,1,0,0,0,2,2,1,0,1719,1,0,0,0.0,0,8,324000,1993,1993,1
1383,1.5,0,0,0,1,0,1,0,0,1383,0,0,1,175.0,0,6,145250,1960,1960,1
1445,2.0,0,0,0,1,0,2,0,1,2134,0,0,0,0.0,0,6,214500,1916,1994,1
596,1.0,0,0,0,1,0,1,0,1,1192,0,0,1,0.0,0,5,78000,1920,1950,0
1728,2.5,1,0,0,1,0,1,0,1,1728,0,0,1,84.0,0,5,119000,1964,1964,0
1056,2.0,0,0,0,1,0,1,0,0,1056,0,0,1,0.0,0,5,139000,1958,1992,0
1629,3.0,1,0,0,0,1,3,0,0,1629,1,0,0,296.0,1,8,284000,2003,2004,0
1358,3.0,1,0,0,0,1,2,0,0,1358,1,0,0,146.0,1,7,207000,2004,2004,1
943,3.5,1,0,0,1,2,2,1,0,1638,0,0,1,0.0,0,6,192000,1998,1998,1
1619,4.0,0,0,0,1,2,2,1,0,1786,1,0,1,0.0,0,5,228950,1965,1965,0
1922,3.0,1,1,0,0,1,3,1,0,1922,1,0,0,200.0,0,9,377426,2005,2006,1
1536,3.0,1,0,0,0,0,2,0,0,1536,1,0,0,113.0,0,7,214000,2002,2003,1
1621,3.0,0,0,0,0,0,2,0,0,1621,1,0,0,0.0,0,7,202500,1984,1998,1
1215,1.0,0,0,0,1,0,1,0,1,1215,0,0,1,176.0,0,6,155000,1958,1998,0
993,2.5,0,0,0,0,0,2,1,0,1908,1,0,0,0.0,0,8,202900,2002,2002,0
841,1.0,0,0,0,0,0,1,0,1,841,0,0,1,0.0,0,4,82000,1950,1950,0
1040,2.0,0,0,0,1,0,2,0,1,1040,0,0,1,340.0,0,3,87500,1949,1950,0
1684,2.0,1,1,1,0,1,2,0,0,1684,1,1,0,616.0,1,9,266000,2005,2005,1
536,1.5,0,0,0,1,0,1,0,1,1112,0,0,1,0.0,0,5,85000,1976,1976,0
972,1.0,0,0,0,1,1,1,0,1,1577,0,0,0,0.0,0,6,140200,1939,1950,0
958,1.0,0,0,0,1,0,1,0,0,958,0,0,1,0.0,0,6,151500,1960,1998,0
1478,3.0,0,0,0,1,2,2,0,1,1478,1,0,1,30.0,0,6,157500,1960,1960,1
764,3.5,1,0,0,0,0,2,0,0,1626,1,0,0,106.0,1,7,154000,2003,2004,1
1848,3.5,1,1,1,0,2,3,1,0,2728,1,1,0,870.0,1,9,437154,2005,2006,0
1869,2.0,0,1,1,0,1,2,0,0,1869,1,1,0,362.0,1,9,318061,2007,2007,1
1453,2.5,1,0,0,1,1,2,0,0,1453,0,0,0,0.0,0,7,190000,1986,1986,1
616,1.5,0,0,0,1,0,1,0,1,1111,0,0,1,0.0,0,5,95000,1941,1950,0
720,1.0,0,0,0,1,0,2,0,1,720,0,0,1,0.0,0,6,105900,1928,2003,0
1192,1.0,0,0,0,1,2,1,0,1,1595,1,0,1,0.0,0,6,140000,1940,2000,0
1200,3.0,0,0,0,0,0,2,0,0,1200,1,0,0,0.0,0,6,177500,1995,1995,1
1167,3.0,1,0,0,1,0,2,0,0,1167,0,0,0,106.0,0,6,173000,1992,1992,1
1142,2.5,0,0,0,1,1,2,1,0,1142,0,0,1,0.0,0,5,134000,1976,1976,1
1352,1.5,0,0,0,1,0,1,0,1,1352,1,0,0,120.0,0,5,130000,1958,1958,0
1086,3.5,1,0,0,0,1,2,0,0,1924,1,0,0,530.0,0,8,280000,1998,1998,1
912,2.0,1,0,0,1,1,2,0,0,912,1,0,1,0.0,0,6,156000,1978,1978,0
988,2.0,0,0,0,1,0,1,0,1,1505,0,0,1,0.0,0,5,145000,1940,1982,0
495,3.0,0,0,0,0,1,2,0,0,1922,1,0,0,500.0,0,7,198500,2003,2003,0
483,1.5,0,0,0,1,0,1,0,1,987,0,0,0,510.0,0,6,118000,1972,2007,0
790,3.5,1,0,0,1,1,2,1,0,1574,0,0,1,120.0,0,6,190000,1976,1976,1
672,1.0,0,0,0,1,0,1,0,1,1344,0,0,1,0.0,0,5,147000,1920,1997,1
1394,2.5,0,0,0,1,2,2,0,0,1394,0,0,1,247.0,0,6,159000,1963,1963,1
1431,1.5,1,0,0,1,1,1,0,0,1431,0,0,1,305.0,0,6,165000,1962,1962,1
1268,1.0,0,0,0,1,1,1,1,0,1268,0,0,1,200.0,0,5,132000,1954,1954,1
1287,2.0,0,0,0,1,1,2,1,0,1287,1,0,0,0.0,0,5,162000,1959,2006,1
953,2.5,0,0,0,1,1,2,0,0,1664,1,0,1,0.0,0,6,172400,2000,2000,1
1120,2.0,0,0,0,1,1,2,1,0,1588,0,0,1,0.0,0,4,134432,1959,1959,1
752,2.0,0,0,0,1,0,1,0,1,752,0,0,1,0.0,0,6,125000,1984,1984,0
1319,2.0,0,0,0,1,0,1,0,1,1319,0,0,1,0.0,0,5,123000,1953,1953,0
847,2.5,0,0,0,0,1,2,1,0,1928,1,0,0,0.0,0,7,219500,2003,2004,1
904,1.5,0,0,0,0,0,0,0,0,904,0,0,0,0.0,0,1,61000,1922,1950,0
914,1.0,1,0,0,0,0,2,0,1,914,1,0,1,0.0,0,5,148000,1996,1996,0
1580,3.0,0,0,0,0,1,2,0,0,2466,1,0,0,0.0,0,8,340000,2004,2005,1
1856,2.5,1,1,0,0,1,3,1,0,1856,1,1,0,350.0,0,9,394432,2010,2010,0
1007,2.5,0,0,0,1,1,2,1,0,1800,1,0,1,16.0,0,6,179000,2000,2000,1
1026,2.0,0,0,0,1,1,1,0,1,1691,0,0,0,0.0,0,5,127000,1924,1950,0
1301,3.0,0,0,0,0,1,2,0,0,1301,1,0,0,0.0,0,7,187750,2006,2006,1
939,2.5,0,0,0,0,0,2,0,0,1797,1,0,0,0.0,0,7,213500,2006,2006,1
784,1.0,0,0,0,1,0,2,0,1,784,0,0,1,0.0,0,6,76000,1928,1950,0
1079,3.5,1,0,0,0,2,2,1,0,1953,1,0,0,0.0,0,6,240000,1992,1992,1
1269,2.0,1,0,0,0,1,2,1,0,1269,1,0,0,16.0,0,8,192000,2004,2005,1
658,1.0,0,0,0,1,0,0,0,0,1184,0,0,1,0.0,0,5,81000,1910,1996,1
1125,2.0,0,0,0,1,1,1,0,1,1125,1,0,1,255.0,0,6,125000,1976,1976,0
1479,2.0,0,0,0,0,0,2,0,0,1479,1,0,0,125.0,0,7,191000,1999,2000,1
1742,3.5,1,1,1,0,1,3,1,0,2332,1,1,0,272.0,1,10,426000,2007,2008,1
961,2.0,0,0,0,1,0,1,0,1,1367,1,0,1,0.0,0,5,119000,1900,1950,1
804,3.5,0,1,0,1,1,2,1,0,1961,1,0,0,0.0,0,6,215000,2001,2002,1
882,1.0,0,0,0,1,0,1,0,0,882,0,0,1,0.0,0,5,106500,1959,1959,0
788,1.0,0,0,0,1,2,0,0,0,788,0,0,1,0.0,0,4,100000,1941,1950,0
735,1.0,0,0,0,1,0,1,0,1,1034,0,0,1,0.0,0,5,109000,1940,1950,1
1144,2.0,0,0,0,1,0,1,0,1,1144,0,0,1,0.0,0,5,129000,1956,1956,0
894,1.0,0,0,0,1,0,2,0,0,894,0,0,1,0.0,0,5,123000,1972,1972,0
876,2.0,0,0,0,1,1,1,0,0,1812,0,0,1,288.0,0,5,169500,1962,1962,1
1077,1.0,0,0,0,1,0,1,0,1,1077,0,0,1,0.0,0,5,67000,1920,1950,0
1112,3.0,1,0,0,0,0,2,1,0,1550,1,0,0,100.0,0,7,241000,2006,2007,1
1288,2.5,1,0,0,0,2,2,1,0,1288,1,1,0,0.0,0,8,245500,1996,1996,1
1310,2.0,1,0,0,0,1,2,1,0,1310,1,0,0,0.0,0,7,164990,2005,2005,0
672,1.0,0,0,0,1,0,1,0,1,672,1,0,1,0.0,0,5,108000,1940,1997,0
1165,2.5,0,0,0,0,1,2,1,0,2263,0,0,0,650.0,0,8,258000,1998,1998,1
806,2.5,0,0,0,1,1,2,1,0,1572,0,0,1,0.0,0,6,168000,1995,1996,1
1620,3.0,0,0,0,1,1,2,0,1,1620,1,0,1,0.0,0,4,150000,1976,1993,1
1166,1.0,0,0,0,1,0,1,0,1,1639,1,0,1,0.0,0,6,115000,1936,1950,0
840,2.0,0,0,0,1,0,1,0,1,1680,1,0,1,0.0,0,6,177000,1915,1976,0
1071,2.5,0,1,0,0,1,3,0,0,2172,1,0,0,350.0,1,7,280000,2006,2006,1
1050,3.5,1,1,0,0,1,3,1,0,2078,1,1,0,100.0,0,8,339750,2007,2008,1
1276,1.0,0,0,0,1,0,1,0,1,1276,0,0,1,0.0,0,5,60000,1958,1958,0
1056,2.0,0,0,0,1,0,2,1,0,1056,0,0,1,0.0,0,5,145000,1955,1955,0
1478,3.5,1,1,1,0,1,2,1,0,1478,1,0,0,432.0,0,7,222000,2009,2009,1
1028,1.0,0,0,0,1,1,2,0,1,1028,0,0,1,0.0,0,5,115000,1927,1950,0
1080,3.0,0,0,0,0,1,3,0,1,2097,1,0,0,0.0,0,7,228000,1993,1993,1
1340,2.0,1,0,0,0,0,2,1,0,1340,1,0,0,0.0,0,7,181134,2007,2007,1
672,1.5,0,0,0,1,1,2,1,0,1400,0,0,1,203.0,0,6,149500,1978,1978,0
1370,3.5,0,0,0,1,1,3,0,1,2624,0,0,1,0.0,0,6,239000,1918,1950,0
756,2.5,0,0,0,1,0,1,0,1,1134,0,0,1,0.0,0,5,126000,1940,1950,0
1056,2.0,0,0,0,1,1,1,0,1,1056,1,0,1,0.0,0,5,142000,1968,1968,1
1344,4.0,1,0,0,1,0,4,1,0,1344,1,0,1,200.0,0,7,206300,1997,1998,0
1602,2.5,0,0,0,0,1,2,1,0,1602,0,0,0,126.0,0,6,215000,1977,2000,0
988,1.0,0,0,0,1,0,2,0,0,988,1,0,1,0.0,0,5,113000,1954,1954,0
1470,3.5,1,0,0,0,1,3,1,0,2630,0,0,0,473.0,0,8,315000,1998,1998,1
1196,2.0,0,0,0,1,1,1,0,0,1196,0,0,1,74.0,0,6,139000,1956,1956,1
707,1.5,0,0,0,1,2,1,0,1,1389,0,0,1,0.0,0,7,135000,1946,1992,0
1644,3.5,1,0,0,0,1,2,1,0,1644,0,0,0,145.0,0,7,275000,1989,1989,0
907,1.0,0,0,0,1,0,1,0,1,907,1,0,1,0.0,0,4,109008,1957,1957,0
1208,3.0,1,0,0,0,0,2,0,0,1208,1,0,0,108.0,0,7,195400,2007,2007,1
1412,3.0,1,0,0,1,1,2,0,1,1412,0,0,0,0.0,0,6,175000,1988,1988,0
483,1.5,0,0,0,1,0,1,0,1,987,0,0,1,232.0,0,6,85400,1971,1971,0
1088,1.0,0,0,0,1,0,0,0,0,1198,0,0,1,0.0,0,6,79900,1920,1998,1
765,2.5,0,0,0,1,0,2,0,1,1365,1,0,1,376.0,0,5,122500,1971,1971,1
926,2.5,0,0,0,1,1,2,1,0,1604,1,0,1,0.0,0,6,181000,1997,1998,1
630,2.0,0,0,0,1,0,0,0,0,630,0,0,1,0.0,0,4,81000,1972,1972,0
827,3.5,1,0,0,0,1,2,0,0,1661,1,0,0,0.0,0,7,212000,1996,1996,1
734,1.0,0,0,0,1,0,2,0,1,1118,0,0,1,0.0,0,6,116000,1920,1950,0
904,1.0,0,0,0,0,0,1,0,1,904,0,0,1,0.0,0,6,119000,1926,2004,0
694,1.0,0,0,0,1,1,1,0,1,694,0,0,0,0.0,0,5,90350,1913,2002,0
684,1.0,0,0,0,1,0,2,0,1,1196,0,0,0,0.0,0,6,110000,1920,2000,1
2402,3.0,1,1,1,0,2,3,1,0,2402,1,1,0,200.0,1,10,555000,2008,2008,1
1440,2.0,0,0,0,1,0,0,0,0,1440,0,0,0,270.0,0,4,118000,1955,1955,0
1128,2.0,0,0,0,1,1,2,0,1,1573,0,0,1,0.0,0,5,162900,1930,1992,0
1258,2.0,0,1,0,0,1,3,1,0,1258,1,0,0,72.0,0,7,172500,2006,2007,1
933,3.5,1,0,0,0,1,2,0,1,1908,1,0,0,0.0,0,7,210000,1994,1995,1
1689,1.0,0,0,0,1,1,2,0,1,1689,0,0,1,0.0,0,6,127500,1956,1956,0
1888,2.5,0,0,0,0,1,2,1,0,1888,1,0,0,0.0,0,6,190000,1966,2002,0
956,2.5,0,0,0,0,1,2,1,0,1886,0,0,0,0.0,0,7,199900,1998,1999,0
780,2.0,0,0,0,1,1,1,0,1,1376,0,0,1,0.0,0,6,119500,1937,1950,0
679,1.5,0,0,0,1,0,1,0,1,1183,1,0,1,0.0,0,3,120000,1948,2002,1
813,1.0,0,0,0,1,0,1,0,1,813,1,0,0,0.0,0,6,110000,1930,2005,1
1533,3.0,0,0,0,1,2,2,0,1,1533,0,0,0,0.0,0,7,280000,1975,1975,1
888,3.5,0,1,0,0,0,2,1,0,1756,1,0,1,42.0,0,6,204000,1996,1997,1
786,2.5,0,0,0,0,0,2,0,0,1590,1,0,0,0.0,0,8,210000,2008,2008,1
1728,4.0,0,0,0,1,0,2,0,1,1728,0,0,1,0.0,0,5,188000,1976,1976,0
1242,1.5,0,0,0,1,1,2,0,1,1242,0,0,1,320.0,0,7,175500,1973,1973,0
624,1.0,0,0,0,1,0,3,0,1,1344,0,0,1,0.0,0,5,98000,1916,1950,0
1663,2.0,0,0,0,1,2,2,1,0,1663,1,0,0,0.0,0,4,256000,1954,1994,1
833,1.0,0,0,0,1,1,1,0,1,1666,0,0,0,0.0,0,8,161000,1925,1996,1
979,2.0,0,0,0,1,1,1,0,1,1203,0,0,0,161.0,0,5,110000,1950,1950,0
832,3.5,1,0,0,0,0,2,1,0,1935,1,0,1,110.0,0,8,263435,2009,2009,1
575,2.0,0,0,0,0,0,2,0,0,1135,1,0,0,0.0,0,7,155000,1936,2007,0
864,1.0,0,0,0,1,1,1,0,1,864,0,0,1,0.0,0,5,62383,1965,1965,0
849,1.5,0,0,0,1,1,1,0,1,1660,0,0,1,0.0,0,6,188700,1934,1995,0
1040,2.0,0,0,0,1,0,0,0,0,1040,0,0,1,136.0,0,5,124000,1978,1978,0
1414,2.0,0,0,0,0,1,2,1,0,1414,1,0,0,18.0,0,7,178740,2004,2004,1
1277,2.0,1,0,0,1,1,2,0,1,1277,0,0,1,0.0,0,7,167000,1970,1970,0
888,1.5,0,0,0,1,2,1,0,1,1644,1,0,0,224.0,0,5,146500,1942,1995,0
1634,2.0,0,0,0,0,1,3,0,0,1634,1,0,0,248.0,1,8,250000,2006,2006,1
832,2.5,1,0,0,0,0,2,0,0,1710,1,0,0,120.0,0,6,187000,1993,1993,1
1502,2.5,1,0,0,0,0,2,0,0,1502,0,0,0,0.0,0,8,212000,1985,1985,1
1161,2.5,0,0,0,1,1,2,0,0,1969,0,0,1,0.0,0,7,190000,1977,1977,0
1072,2.0,1,0,0,1,0,2,0,0,1072,1,0,1,80.0,0,6,148000,2005,2005,1
1976,3.0,1,1,0,0,1,3,0,0,1976,1,0,0,304.0,1,8,440000,2006,2007,1
1652,3.0,1,0,0,0,0,2,0,0,1652,1,1,0,0.0,0,8,251000,2000,2000,1
970,2.0,1,0,0,1,0,2,0,1,970,0,0,1,0.0,0,5,132500,1963,1963,1
1493,3.0,1,0,0,1,1,2,1,0,1493,1,0,0,215.0,0,6,208900,1997,1998,1
2069,2.5,0,0,1,0,1,3,1,0,2643,1,1,0,772.0,1,9,380000,2006,2006,1
1718,3.0,1,1,0,0,1,3,0,0,1718,1,0,0,336.0,0,8,297000,2007,2008,1
1131,1.0,0,0,0,1,0,2,0,1,1131,0,0,1,435.0,0,4,89471,1937,2000,1
1850,3.0,1,1,0,0,1,3,1,0,1850,1,0,0,378.0,1,9,326000,2004,2005,1
1792,3.0,1,1,0,0,1,3,1,0,1792,1,1,0,562.0,1,9,374000,2003,2004,1
916,2.5,0,0,0,0,1,1,0,1,1826,1,1,0,0.0,0,7,155000,1915,2005,0
1216,3.0,1,1,0,1,0,2,0,1,1216,1,0,1,116.0,0,6,164000,1998,1998,1
999,2.0,0,0,0,1,0,1,0,1,999,0,0,0,0.0,0,5,132500,1962,2001,1
1113,1.0,0,0,0,0,1,1,0,1,1113,0,0,0,0.0,0,5,147000,1950,2007,1
1073,2.5,0,0,0,1,0,2,0,0,1073,0,0,1,168.0,0,5,156000,1965,1965,0
1484,2.0,0,0,0,1,1,2,0,1,1484,0,0,1,0.0,0,5,175000,1971,1971,0
1766,2.0,0,0,0,1,1,2,0,1,2414,0,0,1,0.0,0,5,160000,1900,1970,0
630,2.0,1,0,0,1,0,1,0,1,630,0,0,0,0.0,0,4,86000,1970,2002,0
616,1.5,0,0,0,1,1,1,1,0,1304,0,0,1,0.0,0,5,115000,1976,1976,1
958,2.0,0,0,0,1,2,1,0,1,1578,0,0,0,0.0,0,6,133000,1941,1950,0
728,2.5,0,0,0,0,0,2,0,0,1456,0,0,1,0.0,0,6,172785,2006,2006,0
1269,1.5,0,0,0,1,1,1,0,1,1269,0,0,1,0.0,0,5,155000,1960,1960,0
886,1.0,0,0,0,1,0,1,0,1,886,0,0,1,0.0,0,5,91300,1938,1996,1
720,1.0,0,0,0,1,0,0,0,0,720,0,0,1,0.0,0,4,34900,1920,1950,1
3228,4.0,1,0,0,0,1,2,0,0,3228,1,0,0,0.0,0,8,430000,1992,1993,1
1133,3.0,0,0,0,1,0,1,0,1,1820,1,0,1,0.0,0,7,184000,1925,1950,1
899,1.0,0,0,0,1,0,1,1,0,899,1,0,0,89.0,0,5,130000,1967,2004,0
912,1.5,0,0,0,1,0,1,1,0,912,0,0,1,0.0,0,5,120000,1958,1985,1
672,1.5,0,0,0,1,0,1,0,1,1218,0,0,1,285.0,0,6,113000,1973,1973,1
866,2.5,1,0,0,0,0,2,0,0,1768,0,0,0,0.0,0,7,226700,2005,2005,1
1214,2.0,0,0,0,1,0,2,0,1,1214,1,0,1,0.0,0,5,140000,1965,1965,0
1801,3.0,0,0,0,1,2,2,1,0,1801,0,0,1,0.0,0,7,289000,1959,1997,1
855,3.0,0,0,0,1,1,2,0,1,1322,0,0,1,0.0,0,6,147000,1974,1974,0
960,2.0,0,0,0,1,0,2,0,1,1960,0,0,1,360.0,0,5,124500,1952,1952,0
1065,2.5,1,0,0,0,1,2,0,0,1911,1,0,0,125.0,0,8,215000,1993,1994,1
1218,2.0,1,0,0,0,0,2,1,0,1218,1,0,0,0.0,0,6,208300,2009,2009,1
689,2.0,0,0,0,1,1,2,0,1,1378,1,0,0,0.0,0,7,161000,1928,2005,0
1041,2.0,0,0,0,1,0,1,0,0,1041,1,0,1,132.0,0,5,124500,1959,1959,1
1363,2.0,0,0,0,0,2,1,0,1,1363,1,0,1,70.0,0,5,164900,1951,2000,1
1368,2.0,0,0,0,0,1,2,0,0,1368,1,0,0,94.0,1,7,202665,2005,2006,1
864,2.0,0,0,0,1,0,2,0,1,864,0,0,1,0.0,0,5,129900,1958,1958,0
1080,1.5,0,0,0,1,0,2,0,1,1080,0,0,1,0.0,0,6,134000,1983,1983,0
789,1.0,0,0,0,1,0,1,0,1,789,0,0,1,0.0,0,5,96500,1926,1950,0
2020,3.5,1,1,1,0,1,3,1,0,2020,1,1,0,305.0,1,10,402861,2009,2009,1
1378,2.5,0,0,0,1,1,2,0,0,2119,0,0,1,333.0,0,6,158000,1972,1972,1
1277,2.5,0,0,0,0,1,3,0,0,2344,1,0,0,921.0,0,7,265000,1996,1997,0
882,3.5,1,0,0,1,0,2,0,0,1796,1,0,1,0.0,0,6,211000,1998,1998,1
1276,1.5,0,0,0,0,2,1,0,1,2080,1,0,0,0.0,0,7,234000,1926,2004,0
694,2.0,0,0,0,1,0,0,0,0,1294,0,0,1,0.0,0,4,106250,1900,2000,1
1244,1.5,0,0,0,1,2,1,0,1,1244,1,0,1,0.0,0,6,150000,1957,1957,1
1004,2.0,0,0,0,1,2,2,0,1,1664,1,0,1,0.0,0,6,159000,1947,1950,1
3138,4.5,1,1,1,0,1,3,1,0,4676,1,1,0,762.0,0,10,184750,2007,2008,1
1383,3.5,1,0,0,0,1,3,1,0,2398,1,0,0,594.0,0,7,315750,1996,1997,1
1266,2.0,0,0,0,0,1,2,0,1,1266,1,0,0,0.0,0,7,176000,2005,2005,1
928,1.0,0,0,0,1,0,1,0,1,928,0,0,1,0.0,0,5,132000,1956,2000,0
1476,3.5,1,1,1,0,1,3,1,0,2713,1,1,0,268.0,1,9,446261,2008,2008,1
605,2.0,0,0,0,1,0,0,0,0,605,1,0,1,0.0,0,4,86000,1920,2002,0
2515,4.0,0,0,0,0,2,2,0,0,2515,0,0,1,103.685261707989,0,6,200624,1957,1975,0
1509,3.0,1,0,0,0,1,2,0,0,1509,1,0,0,219.0,0,6,175000,1988,1989,0
751,2.0,0,0,0,1,0,2,1,0,1362,1,0,1,0.0,0,6,128000,1920,1999,0
827,1.0,0,0,0,1,1,1,0,1,827,1,0,1,0.0,0,5,107500,1955,2007,0
334,1.0,0,0,0,0,0,0,0,0,334,0,0,0,0.0,0,1,39300,1946,1950,0
707,2.5,0,1,0,0,1,2,1,0,1414,1,0,0,0.0,0,8,178000,2004,2004,1
820,2.0,1,0,0,1,0,0,0,0,1347,0,0,1,0.0,0,5,107500,1910,1991,0
880,2.5,0,0,0,1,0,2,1,0,1724,1,0,0,0.0,0,7,188000,1998,1999,1
864,1.0,0,0,0,1,0,2,0,1,864,0,0,1,0.0,0,4,111250,1972,1972,0
1159,1.5,0,0,0,1,1,1,0,1,1159,0,0,1,188.0,0,5,158000,1968,1968,0
1601,3.0,1,0,0,0,1,2,0,0,1601,1,0,0,479.0,0,8,272000,2001,2002,0
1838,3.0,1,1,1,0,1,3,1,0,1838,1,1,0,584.0,0,9,315000,2006,2006,1
997,2.5,0,0,0,0,1,3,1,0,2285,1,0,0,72.0,0,8,248000,2000,2000,1
